商品名称,商品价格,商品编码,tokens,keywords
仿鹿皮擦车毛巾,76,106,仿 鹿皮 擦车 毛巾,鹿皮:2.179788490865635 擦车:2.078422213838594 毛巾:1.569201732023334
仿铝合金PVC面贴,76,106,仿 铝合金 PVC 面贴,仿:1.9051354186986078 铝合金:1.407027877526056 面贴:2.0065016957256487
放眼看中国--百集国情教育系列片,76,106,放 眼看 中国 百集 国情教育 系列片,眼看:1.4531923272437566 百集:1.4531923272437566 系列片:1.4531923272437566
非常用零件定购单,76,106,零件 定购 单,零件:2.2347503143067584 定购:2.906384654487513 单:2.1070862302213897
菲莱仕FEIRSH户外刀小折叠刀军迷用品防身武器野外求生装备刀具,74,106,菲莱仕 FEIRSH 户外 刀 小 折叠 刀军迷 用品 防身武器 野外求生 装备 刀具,防身武器:0.7265961636218783 野外求生:0.7265961636218783 装备:0.6502386026323654
翡翠银霜叶手链,76,106,翡翠 银 霜叶 手链,翡翠:2.078422213838594 银:1.6933109536018067 霜叶:2.179788490865635
分析一站原始记录,52,106,分析 一站 原始记录,分析:2.5401805582648103 一站:2.906384654487513 原始记录:2.4887969983223908
粉红色复印纸,76,106,粉红色 复印纸,粉红色:4.0130033914512975 复印纸:3.6075382833431333
封盖胶胶样专用卡片,76,106,封盖 胶胶样 专用 卡片,封盖:2.179788490865635 胶胶样:2.179788490865635 卡片:1.9507158078970963
疯狂动物城底托,76,106,疯狂 动物 城 底托,疯狂:2.078422213838594 城:2.078422213838594 底托:2.179788490865635
凤灵MVO小提琴,25,106,凤灵 MVO 小提琴,凤灵:2.906384654487513 MVO:2.906384654487513 小提琴:2.906384654487513
凤禧和田玉金镶玉足金吊坠男女宝宝挂件佛佑宝宝项链玉坠,75,106,凤禧 和田玉 金镶玉 足金 吊坠 男女 宝宝 挂件 佛佑 宝宝 项链 玉坠,金镶玉:0.7265961636218783 足金:0.7265961636218783 项链:0.6688338985752162
佛点头保佑无烟灵光香纸盒煳盒,76,106,佛 点头 保佑 无烟 灵光 香 纸盒 煳 盒,香:0.7899684501142711 纸盒:0.8295989994407968 盒:0.40384986897775876
服务大厅科室牌,76,106,服务 大厅 科室 牌,服务:2.078422213838594 科室:2.179788490865635 牌:1.3336909250291915
福牌大瓶浆煳,25,106,福牌 大瓶 浆 煳,福牌:2.179788490865635 浆:2.078422213838594 煳:1.866597748741793
福州康驰公司反恐车上安全员签到表,76,106,福州 康驰 公司 反恐 车上 安全员 签到 表,车上:1.0898942454328175 签到:1.039211106919297 表:0.829964052722838
福州巡展认筹点海报,76,106,福州 巡展 认筹点 海报,福州:2.078422213838594 认筹点:2.179788490865635 海报:1.77742901275711
辅料SIML看板,26,106,辅料 SIML 看板,辅料:2.771229618451459 SIML:2.906384654487513 看板:2.906384654487513
妇宝颗粒衬板,76,106,妇宝 颗粒 衬板,妇宝:2.906384654487513 颗粒:1.536093366429743 衬板:2.906384654487513
妇健少女日用棉网超薄,76,106,妇健 少女 日用 棉网 超薄,日用:1.3546487628814454 棉网:1.743830792692508 超薄:1.2935724329712093
复古拉长石手链,76,106,复古 拉 长石 手链,拉:1.443678746074025 长石:2.179788490865635 手链:1.9051354186986078
复活仔巧克力,76,106,复活 仔 巧克力,复活:2.771229618451459 仔:2.771229618451459 巧克力:1.525339745690336
复印排井报告,76,106,复印 排井 报告,复印:2.906384654487513 排井:2.906384654487513 报告:2.6009544105294617
富光真空旅行壶,76,106,富光 真空 旅行 壶,富光:2.179788490865635 真空:1.5291160695045392 旅行:1.511251328509003
富林家纯棉日用卫生巾,76,106,富 林家 纯棉 日用 卫生巾,林家:1.6627377710708755 纯棉:1.1713906165066144 日用:1.3546487628814454
富美高A4防水拉链袋,34,106,富美高 A4 防水 拉链袋,富美高:2.179788490865635 防水:1.5483563297885712 拉链袋:2.078422213838594
富强带锁文件柜,76,106,富强 带锁 文件柜,富强:2.906384654487513 带锁:2.906384654487513 文件柜:2.4887969983223908
盖内窗口封面,76,106,盖内 窗口 封面,盖内:2.906384654487513 窗口:2.906384654487513 封面:2.771229618451459
矸石山绞车综合记录本,76,106,矸石 山 绞车 综合 记录本,绞车:1.743830792692508 综合:1.3279424843565408 记录本:1.6627377710708755
感冒清热颗粒,76,106,感冒 清热 颗粒,感冒:2.6009544105294617 清热:2.6009544105294617 颗粒:1.536093366429743
感应火机陨石黑,76,106,感应 火机 陨石 黑,火机:2.179788490865635 陨石:2.179788490865635 黑:1.48664131030569
干部人事工作通讯录,76,106,干部人事 工作 通讯录,干部人事:2.906384654487513 工作:2.4442865341142164 通讯录:2.906384654487513
干粉灭火机四定卡,79,106,干粉 灭火机 四定 卡,干粉:2.078422213838594 灭火机:2.179788490865635 四定:2.179788490865635
干爽网面护垫,34,106,干爽 网面 护垫,干爽:2.4050255222287555 网面:2.3381352904080384 护垫:2.4442865341142164
钢琴击弦机装箱单,76,106,钢琴 击弦机 装箱单,钢琴:2.771229618451459 击弦机:2.906384654487513 装箱单:2.906384654487513
钢丝磨砂155中性笔粉杆,76,106,钢丝 磨砂 155 中性笔 粉杆,钢丝:1.4430153133372534 磨砂:1.402881174244823 粉杆:1.743830792692508
岗位运行综合记录,76,106,岗位 运行 综合 记录,运行:2.078422213838594 综合:1.659928105445676 记录:1.6304823465315803
港版妻之友小箱,76,106,港版 妻 之友 小箱,港版:2.179788490865635 妻:2.179788490865635 小箱:2.179788490865635
格兰仕智能微波炉,77,106,格兰仕 智能 微波炉,格兰仕:2.906384654487513 智能:1.9821884137409198 微波炉:2.5401805582648103
格芮思芙足银内胆水杯银水杯年年有余足银内胆水杯,76,106,格芮思 芙 足银 内胆 水杯 银 水杯 年年有余 足银 内胆 水杯,芙:0.6787628177242884 足银:1.511579791882614 银:0.6157494376733843
更换身份证复印机感光器,76,106,更换 身份证 复印机 感光器,更换:1.676062735730069 身份证:2.179788490865635 感光器:2.179788490865635
工具包牛皮纸箱,76,106,工具包 牛皮纸 箱,工具包:2.675335594300865 牛皮纸:2.906384654487513 箱:1.9249049947653667
工频离心风机,76,106,工频 离心 风机,工频:2.906384654487513 离心:2.771229618451459 风机:2.4050255222287555
工业用氨水检验原始记录,76,106,工业用 氨水 检验 原始记录,工业用:2.179788490865635 氨水:2.179788490865635 检验:1.9051354186986078
公主皇冠耳钉,76,106,公主 皇冠 耳钉,公主:1.9337944104594205 皇冠:2.906384654487513 耳钉:2.906384654487513
公主铁盒木制拼图木质玩具,76,106,公主 铁盒 木制 拼图 木质 玩具,铁盒:1.2700902791324051 木质:1.2443984991611954 玩具:1.0869882310210535
功率标签流水号贴纸,78,106,功率 标签 流水号 贴纸,标签:1.471485154851581 流水号:2.179788490865635 贴纸:1.866597748741793
共青团工作论述摘编,76,106,共青团 工作 论述 摘编,工作:1.8332149005856624 论述:2.179788490865635 摘编:2.179788490865635
沟槽开口尺寸表,76,106,沟槽 开口 尺寸 表,沟槽:2.179788490865635 开口:1.659928105445676 表:1.659928105445676
姑苏蟹澄阳澄湖大闸蟹礼券公蟹两母蟹两4对装,76,106,姑苏 蟹 澄 阳澄湖 大闸蟹 礼券 公蟹 两母 蟹 两 4 对装,蟹:1.4531923272437566 阳澄湖:0.6928074046128647 礼券:0.6688338985752162
古城无烟桂花香纸盒煳盒,76,106,古城 无烟 桂花香 纸盒 煳 盒,纸盒:1.2443984991611954 煳:1.2443984991611954 盒:0.6057748034666381
古城无烟薰衣草香纸盒煳盒,76,106,古城 无烟 薰衣草 香 纸盒 煳 盒,薰衣草:1.0666272849953102 香:1.0156737215754914 纸盒:1.0666272849953102
固定资产出门证,76,106,固定资产 出门 证,固定资产:2.906384654487513 出门:2.906384654487513 证:2.906384654487513
固体二车间配制工序日报表,76,106,固体 二 车间 配制 工序 日报表,车间:1.2221432670571082 配制:1.4531923272437566 日报表:1.3376677971504325
固体样原始记录,76,106,固体 样 原始记录,固体:2.4050255222287555 样:2.906384654487513 原始记录:2.4887969983223908
关于提名王小朋为朝阳银行行长助理的议案,34,106,提名 王小朋为 朝阳 银行行长 助理 议案,王小朋为:1.4531923272437566 银行行长:1.4531923272437566 议案:1.4531923272437566
管刷:聚酯细丝,76,106,管刷 聚酯 细丝,管刷:2.906384654487513 聚酯:2.4442865341142164 细丝:2.906384654487513
光明畅优原味酸牛奶,44,106,光明 畅优 原味 酸牛奶,畅优:2.078422213838594 原味:1.558561828418635 酸牛奶:1.8332149005856624
光明牌肥仔扫,76,106,光明 牌肥 仔扫,光明:2.6009544105294617 牌肥:2.906384654487513 仔扫:2.906384654487513
光身小卜面急钮A面件喷光油配:意大利款底无叻叻色,76,106,光身 小卜面 急钮 A 面件 喷光 油配 意大利 款底 无 叻 叻 色,面件:0.67070415103558 油配:0.67070415103558 色:0.47955748566727235
广博A5石头纸复古皮面记事本子日记本低碳一族颜色随机,76,106,广博 A5 石头 纸 复古 皮面 记事本 子 日记本 低碳 一族 颜色 随机,记事本:0.6395145273349521 颜色:0.6173851371463535 随机:0.600220248583722
广博色多功能水溶性炫彩笔可画蜡笔画,76,106,广博 色 多功能 水溶性 炫 彩笔 可画 蜡笔画,色:0.7792809142093176 炫:1.0898942454328175 蜡笔画:1.0898942454328175
广西法制日报内部参考,77,106,广西 法制日报 内部 参考,广西:2.078422213838594 法制日报:2.179788490865635 参考:2.179788490865635
桂叶238节卷纸,76,106,桂叶 238 节 卷纸,桂叶:2.179788490865635 节:1.866597748741793 卷纸:1.866597748741793
国V使用维护手册电子文档,76,106,国 V 维护 手册 电子 文档,维护:1.2700902791324051 电子:1.128873969067871 文档:1.4531923272437566
国产抽水箱进水阀,76,106,国产 抽 水箱 进 水阀,水箱:1.46657192046853 进:1.5605726463176772 水阀:1.6627377710708755
国产纯白带盖陶瓷水杯,76,106,国产 纯白 带盖 陶瓷 水杯,纯白:1.743830792692508 陶瓷:1.238685063830857 水杯:1.264251738132834
国产定制垃圾桶,77,106,国产 定制 垃圾桶,国产:2.6009544105294617 定制:2.4050255222287555 垃圾桶:2.2347503143067584
国美红不干胶海报,76,106,国美 红 不干胶 海报,国美:1.9051354186986078 红:1.5291160695045392 海报:1.77742901275711
国美黄不干胶海报,76,106,国美 黄 不干胶 海报,国美:1.9051354186986078 黄:1.866597748741793 海报:1.77742901275711
国美特大号特惠商品贴白卡纸,76,106,国美 特大号 特惠 商品 贴 白卡纸,特惠:1.3004772052647309 贴:0.9761588470888453 白卡纸:1.3004772052647309
国美特大号新品商品贴白卡纸,76,106,国美 特大号 新品 商品 贴 白卡纸,特大号:1.3376677971504325 贴:0.9761588470888453 白卡纸:1.3004772052647309
国美五一物料,78,106,国美 五一 物料,国美:2.5401805582648103 五一:2.906384654487513 物料:2.369905350342813
国寿福亮点海报,77,106,国寿福 亮点 海报,国寿福:2.906384654487513 亮点:2.906384654487513 海报:2.369905350342813
国誉日本进口压纹型便携式无针订书机装,75,106,国誉 日本 进口 压纹型 便携式 无针 订书机 装,进口:0.703513938763028 订书机:1.039211106919297 装:0.6711562345234919
过检针5#万代无字长方有孔自动片,76,106,过检针 5 万代 无字 长方 有孔 自动 片,过检针:1.0898942454328175 长方:0.9753579039485482 自动:0.6606458448721743
过塑膜过塑胶片,76,106,塑膜 塑胶片,塑膜:4.35957698173127 塑胶片:4.35957698173127
哈根达斯冰淇淋月饼礼盒优格蕾月饼提货券,76,106,哈根达斯 冰淇淋 月饼 礼盒 优格蕾 月饼 提货 券,月饼:1.6169655412140114 礼盒:0.5615400272742951 提货:1.0032508478628244
哈根达斯优格蕾圆梦月饼礼盒冰淇淋冰皮月饼中秋官方提货劵,76,106,哈根达斯 优格蕾 圆梦 月饼 礼盒 冰淇淋 冰皮 月饼 中秋 官方 提货 劵,月饼:1.0779770274760074 礼盒:0.37436001818286335 提货:0.6688338985752162
海歌打码纸荧光,75,106,海歌 打码 纸 荧光,海歌:2.179788490865635 纸:0.9553285408779073 荧光:1.7318486235586215
海蓝色复印纸,76,106,海蓝色 复印纸,海蓝色:4.35957698173127 复印纸:3.6075382833431333
海帕组件包装盒,34,106,海帕 组件 包装盒,海帕:2.906384654487513 组件:1.8077723658194036 包装盒:2.771229618451459
含百馨彩带纳米半毛牙刷,37,106,含百馨 彩带 纳米 半毛 牙刷,彩带:1.743830792692508 纳米:1.5605726463176772 牙刷:1.283313774093699
含羞草抽取式面巾纸,41,106,含羞草 抽取 式 面巾纸,抽取:1.9507158078970963 式:1.2638980793332235 面巾纸:2.078422213838594
韩国哈尼宝贝原装进口宝宝游戏屋室内儿童,76,106,韩国 哈尼 宝贝 原装 进口 宝宝 游戏 屋 室内 儿童,韩国:0.6704250942920277 进口:0.5628111510104225 游戏:0.7215076566686267
韩国进口创意礼品文具小清新空白页人造革封皮手账本记事本,76,106,韩国 进口 创意 礼品 文具 小 清新 空白页 人造革 封皮 手 账本 记事本,韩国:0.5157116109938674 进口:0.4329316546234019 账本:0.67070415103558
韩国型南2P杯子,76,106,韩国 型 南 2P 杯子,韩国:1.3408501885840554 型:1.108220026622919 杯子:1.3279424843565408
韩文FARMAX袋贴,77,106,韩文 FARMAX 袋 贴,韩文:2.179788490865635 袋:1.558561828418635 贴:1.464238270633268
翰文吴昌硕条幅花鸟笔毛笔,46,106,翰文 吴昌硕 条幅 花鸟 笔 毛笔,翰文:1.4531923272437566 花鸟:1.4531923272437566 笔:1.2443984991611954
行车事故记录卡,76,106,行车 事故 记录卡,行车:2.675335594300865 事故:2.771229618451459 记录卡:2.906384654487513
行车问问记录仪,76,106,行车 问问 记录仪,行车:2.675335594300865 问问:2.906384654487513 记录仪:2.906384654487513
行为规范实施细则,24,106,行为规范 实施细则,行为规范:4.35957698173127 实施细则:4.35957698173127
航空工程英语基础,76,106,航空工程 英语 基础,航空工程:2.906384654487513 英语:2.771229618451459 基础:2.5401805582648103
航图袋隔页板标签,76,106,航图 袋 隔页 板 标签,航图:1.743830792692508 袋:1.2468494627349083 隔页:1.743830792692508
好吃的凯撒瓶贴,76,106,好吃 凯撒 瓶 贴,好吃:2.0065016957256487 瓶:1.659928105445676 贴:1.464238270633268
好管家碳化竹牙签,74,106,好 管家 碳化 竹 牙签,管家:1.6627377710708755 碳化:1.5605726463176772 竹:1.3854788988468973
好孩子迪士尼运动型轻便婴儿伞推车婴儿推车,76,106,好孩子 迪士尼 运动型 轻便 婴儿 伞 推车 婴儿 推车,迪士尼:0.5927515222351962 运动型:0.8669848035098205 轻便:0.7697104993593873
好吉利迷你型纸手帕,76,106,好 吉利 迷你型 纸 手帕,迷你型:0.7805825614789018 纸:0.7642628327023259 手帕:0.7781680452320479
好家风上品柔韧盒面巾纸240张,76,106,好 家风 上品 柔韧 盒 面巾纸 240 张,柔韧:1.0898942454328175 盒:0.45433110259997866 面巾纸:1.039211106919297
好奇铂金装S小号,76,106,好奇 铂金 装 S 小号,铂金:1.6627377710708755 装:1.0738499752375872 小号:1.3408501885840554
好奇铂金装倍柔亲肤纸尿裤中号,76,106,好奇 铂金 装倍 柔 亲肤 纸尿裤 中号,铂金:1.1876698364791967 装倍:1.2455934233517914 纸尿裤:0.9676062592010324
好奇成长裤加大号女宝宝,38,106,好奇 成长 裤 加大 号 女 宝宝,成长:1.1465723975575135 裤:0.7297480072597594 宝宝:0.8040159300148891
好奇金装女婴成长裤L号,76,106,好奇 金装 女婴 成长 裤 L 号,金装:1.1146947473697693 成长:1.1465723975575135 裤:0.7297480072597594
好视角大按键电话机,76,106,好 视角 大 按键 电话机,视角:1.743830792692508 按键:0.8248068226655901 电话机:1.5605726463176772
好舒爽超自然纤巧棉柔体验装夜用,76,106,好 舒爽 超自然 纤巧 棉柔 体验 装夜,舒爽:1.1876698364791967 超自然:1.2455934233517914 装夜:1.2455934233517914
好舒爽优佳组合卫生巾,35,106,好 舒爽 优佳 组合 卫生巾,好:1.283313774093699 舒爽:1.6627377710708755 组合:1.029924253396234
好媳妇海绵拖布头,41,106,好 媳妇 海绵 拖布 头,媳妇:1.605201356580519 海绵:1.2022207524720663 拖布:1.6627377710708755
好媳妇正品苹果绿双驱动旋转拖把桶拖布,21,106,好 媳妇 正品 苹果绿 双 驱动 旋转 拖把 桶 拖布,正品:0.7620541674794432 苹果绿:0.871915396346254 驱动:0.7215076566686267
皓天多折式擦手纸,76,106,皓 天多 折式 擦手纸,皓:2.0065016957256487 折式:2.179788490865635 擦手纸:2.078422213838594
合后灯B牌贴,20,106,合 后灯 B 牌贴,合:1.866597748741793 后灯:1.8332149005856624 牌贴:1.7536014678060288
合前照灯牌贴,40,106,合前 照灯牌 贴,合前:2.906384654487513 照灯牌:2.906384654487513 贴:1.9523176941776905
合同B17BL07015緑色小橄榄球,76,106,合同 B17BL07015 緑 色 小 橄榄球,緑:1.4531923272437566 色:1.0390412189457567 橄榄球:1.4531923272437566
合同执行情况记录表,76,106,合同 执行 情况 记录表,执行:2.0065016957256487 情况:2.179788490865635 记录表:1.7536014678060288
河北上乘跑道水洗标2种,42,106,河北 上乘 跑道 水洗标 2 种,河北:1.4531923272437566 跑道:1.4531923272437566 种:1.3856148092257294
